Date	JulianDay	Day	Month	Year	Hour_EST	Buzz_Type	site	autovar	forR	Sum_R
4/11/2014	308	4	11	2014	13	0	1	5	1	0
5/11/2014	309	5	11	2014	1	1	1	17	1	20
5/11/2014	309	5	11	2014	5	0	1	21	1	0
5/11/2014	309	5	11	2014	6	0	1	22	1	0
6/11/2014	310	6	11	2014	9	0	1	49	1	0
6/11/2014	310	6	11	2014	10	1	1	50	1	46
7/11/2014	311	7	11	2014	10	1	1	74	1	41
7/11/2014	311	7	11	2014	11	1	1	75	1	45
9/11/2014	313	9	11	2014	0	1	1	112	1	14
9/11/2014	313	9	11	2014	8	1	1	120	1	59
10/11/2014	314	10	11	2014	15	1	1	151	1	27
11/11/2014	315	11	11	2014	1	1	1	161	1	8
13/11/2014	317	13	11	2014	1	1	1	209	1	43
15/11/2014	319	15	11	2014	14	0	1	270	1	0
15/11/2014	319	15	11	2014	22	0	1	278	1	0
16/11/2014	320	16	11	2014	12	0	1	292	1	0
20/11/2014	324	20	11	2014	18	0	1	394	1	0
22/11/2014	326	22	11	2014	10	0	1	434	1	0
6/12/2014	340	6	12	2014	20	1	1	780	1	100
9/12/2014	343	9	12	2014	23	0	1	855	1	0
12/12/2014	346	12	12	2014	2	1	1	906	1	134
21/12/2014	355	21	12	2014	14	1	1	1134	1	54
22/12/2014	356	22	12	2014	11	0	1	1155	1	0
28/12/2014	362	28	12	2014	17	1	1	1305	1	124
29/12/2014	363	29	12	2014	8	0	1	1320	1	0
30/12/2014	364	30	12	2014	17	1	1	1353	1	125
30/12/2014	364	30	12	2014	20	1	1	1356	1	60
30/12/2014	364	30	12	2014	23	1	1	1359	1	40
31/12/2014	365	31	12	2014	0	0	1	1360	1	0
31/12/2014	365	31	12	2014	2	1	1	1362	1	161
2/1/2015	2	2	1	2015	1	0	1	1409	1	0
2/1/2015	2	2	1	2015	23	0	1	1431	1	0
3/1/2015	3	3	1	2015	0	0	1	1432	1	0
3/1/2015	3	3	1	2015	3	0	1	1435	1	0
3/1/2015	3	3	1	2015	17	1	1	1449	1	15
3/1/2015	3	3	1	2015	23	0	1	1455	1	0
13/01/2015	13	13	1	2015	4	0	1	1676	1	0
13/01/2015	13	13	1	2015	8	0	1	1680	1	0
13/01/2015	13	13	1	2015	18	0	1	1690	1	0
13/01/2015	13	13	1	2015	20	1	1	1692	1	129
13/01/2015	13	13	1	2015	21	1	1	1693	1	824
13/01/2015	13	13	1	2015	22	0	1	1694	1	0
14/01/2015	14	14	1	2015	9	1	1	1705	1	247
14/01/2015	14	14	1	2015	22	1	1	1718	1	6
15/01/2015	15	15	1	2015	2	0	1	1722	1	0
15/01/2015	15	15	1	2015	14	0	1	1734	1	0
15/01/2015	15	15	1	2015	22	0	1	1742	1	0
16/01/2015	16	16	1	2015	2	1	1	1746	1	69
16/01/2015	16	16	1	2015	3	1	1	1747	1	91
16/01/2015	16	16	1	2015	4	0	1	1748	1	0
16/01/2015	16	16	1	2015	14	1	1	1758	1	18
18/01/2015	18	18	1	2015	7	0	1	1799	1	0
19/01/2015	19	19	1	2015	0	0	1	1816	1	0
23/01/2015	23	23	1	2015	1	0	1	1913	1	0
23/01/2015	23	23	1	2015	4	0	1	1916	1	0
23/01/2015	23	23	1	2015	5	0	1	1917	1	0
23/01/2015	23	23	1	2015	7	1	1	1919	1	98
23/01/2015	23	23	1	2015	9	1	1	1921	1	14
23/01/2015	23	23	1	2015	11	1	1	1923	1	5
23/01/2015	23	23	1	2015	14	1	1	1926	1	66
23/01/2015	23	23	1	2015	15	0	1	1927	1	0
23/01/2015	23	23	1	2015	22	1	1	1934	1	277
24/01/2015	24	24	1	2015	7	0	1	1943	1	0
24/01/2015	24	24	1	2015	17	1	1	1953	1	110
25/01/2015	25	25	1	2015	10	1	1	1970	1	18
25/01/2015	25	25	1	2015	23	1	1	1983	1	542
26/01/2015	26	26	1	2015	0	1	1	1984	1	143
26/01/2015	26	26	1	2015	5	1	1	1989	1	326
26/01/2015	26	26	1	2015	6	0	1	1990	1	0
26/01/2015	26	26	1	2015	9	0	1	1993	1	0
26/01/2015	26	26	1	2015	11	1	1	1995	1	2
29/01/2015	29	29	1	2015	2	1	1	2058	1	178
29/01/2015	29	29	1	2015	21	1	1	2077	1	6
30/01/2015	30	30	1	2015	6	0	1	2086	1	0
30/01/2015	30	30	1	2015	22	1	1	2102	1	127
30/01/2015	30	30	1	2015	23	1	1	2103	1	112
31/01/2015	31	31	1	2015	3	1	1	2107	1	85
31/01/2015	31	31	1	2015	6	1	1	2110	1	140
31/01/2015	31	31	1	2015	16	1	1	2120	1	41
1/2/2015	32	1	2	2015	23	1	1	2151	1	34
2/2/2015	33	2	2	2015	0	1	1	2152	1	5
2/2/2015	33	2	2	2015	12	0	1	2164	1	0
2/2/2015	33	2	2	2015	18	0	1	2170	1	0
3/2/2015	34	3	2	2015	21	0	1	2197	1	0
7/2/2015	38	7	2	2015	18	0	1	2290	1	0
9/2/2015	40	9	2	2015	19	0	1	2339	1	0
11/2/2015	42	11	2	2015	0	1	1	2368	1	39
11/2/2015	42	11	2	2015	15	1	1	2383	1	29
12/2/2015	43	12	2	2015	13	1	1	2405	1	141
14/02/2015	45	14	2	2015	6	1	1	2446	1	135
14/02/2015	45	14	2	2015	7	0	1	2447	1	0
14/02/2015	45	14	2	2015	8	1	1	2448	1	123
14/02/2015	45	14	2	2015	11	1	1	2451	1	179
14/02/2015	45	14	2	2015	19	1	1	2459	1	55
15/02/2015	46	15	2	2015	17	1	1	2481	1	21
16/02/2015	47	16	2	2015	23	0	1	2511	1	0
18/02/2015	49	18	2	2015	11	0	1	2547	1	0
21/02/2015	52	21	2	2015	15	0	1	2623	1	0
28/02/2015	59	28	2	2015	12	0	1	2788	1	0
1/3/2015	60	1	3	2015	17	0	1	2817	1	0
8/3/2015	67	8	3	2015	8	0	1	2976	1	0
9/3/2015	68	9	3	2015	21	0	1	3013	1	0
10/3/2015	69	10	3	2015	7	0	1	3023	1	0
10/3/2015	69	10	3	2015	8	0	1	3024	1	0
13/03/2015	72	13	3	2015	12	0	1	3100	1	0
13/03/2015	72	13	3	2015	16	0	1	3104	1	0
13/03/2015	72	13	3	2015	17	0	1	3105	1	0
17/03/2015	76	17	3	2015	12	1	1	3196	1	13
18/03/2015	77	18	3	2015	4	1	1	3212	1	76
18/03/2015	77	18	3	2015	23	0	1	3231	1	0
19/03/2015	78	19	3	2015	5	0	1	3237	1	0
19/03/2015	78	19	3	2015	12	0	1	3244	1	0
19/03/2015	78	19	3	2015	17	0	1	3249	1	0
19/03/2015	78	19	3	2015	23	0	1	3255	1	0
20/03/2015	79	20	3	2015	0	0	1	3256	1	0
20/03/2015	79	20	3	2015	5	0	1	3261	1	0
20/03/2015	79	20	3	2015	6	0	1	3262	1	0
20/03/2015	79	20	3	2015	9	0	1	3265	1	0
20/03/2015	79	20	3	2015	10	1	1	3266	1	2
20/03/2015	79	20	3	2015	11	1	1	3267	1	46
20/03/2015	79	20	3	2015	12	0	1	3268	1	0
21/03/2015	80	21	3	2015	13	0	1	3293	1	0
21/03/2015	80	21	3	2015	15	1	1	3295	1	16
21/03/2015	80	21	3	2015	16	1	1	3296	1	133
21/03/2015	80	21	3	2015	17	0	1	3297	1	0
22/03/2015	81	22	3	2015	12	0	1	3316	1	0
22/03/2015	81	22	3	2015	14	0	1	3318	1	0
22/03/2015	81	22	3	2015	22	0	1	3326	1	0
23/03/2015	82	23	3	2015	14	0	1	3342	1	0
24/03/2015	83	24	3	2015	6	0	1	3358	1	0
24/03/2015	83	24	3	2015	7	1	1	3359	1	27
24/03/2015	83	24	3	2015	8	1	1	3360	1	152
25/03/2015	84	25	3	2015	20	0	1	3396	1	0
26/03/2015	85	26	3	2015	20	1	1	3420	1	360
26/03/2015	85	26	3	2015	21	0	1	3421	1	0
27/03/2015	86	27	3	2015	0	1	1	3424	1	51
27/03/2015	86	27	3	2015	1	1	1	3425	1	27
27/03/2015	86	27	3	2015	2	0	1	3426	1	0
27/03/2015	86	27	3	2015	10	1	1	3434	1	77
27/03/2015	86	27	3	2015	21	0	1	3445	1	0
28/03/2015	87	28	3	2015	20	1	1	3468	1	59
29/03/2015	88	29	3	2015	2	0	1	3474	1	0
29/03/2015	88	29	3	2015	11	1	1	3483	1	43
29/03/2015	88	29	3	2015	12	0	1	3484	1	0
29/03/2015	88	29	3	2015	20	1	1	3492	1	18
31/03/2015	90	31	3	2015	13	0	1	3533	1	0
31/03/2015	90	31	3	2015	14	0	1	3534	1	0
1/4/2015	91	1	4	2015	20	1	1	3564	1	11
2/4/2015	92	2	4	2015	0	0	1	3568	1	0
2/4/2015	92	2	4	2015	1	1	1	3569	1	31
2/4/2015	92	2	4	2015	7	0	1	3575	1	0
2/4/2015	92	2	4	2015	18	0	1	3586	1	0
5/4/2015	95	5	4	2015	14	0	1	3654	1	0
5/4/2015	95	5	4	2015	23	0	1	3663	1	0
6/4/2015	96	6	4	2015	6	0	1	3670	1	0
7/4/2015	97	7	4	2015	23	0	1	3711	1	0
8/4/2015	98	8	4	2015	0	1	1	3712	1	57
8/4/2015	98	8	4	2015	4	1	1	3716	1	115
9/4/2015	99	9	4	2015	2	1	1	3738	1	215
9/4/2015	99	9	4	2015	3	1	1	3739	1	325
9/4/2015	99	9	4	2015	6	0	1	3742	1	0
9/4/2015	99	9	4	2015	7	0	1	3743	1	0
9/4/2015	99	9	4	2015	8	0	1	3744	1	0
10/4/2015	100	10	4	2015	5	0	1	3765	1	0
10/4/2015	100	10	4	2015	9	0	1	3769	1	0
10/4/2015	100	10	4	2015	13	1	1	3773	1	38
10/4/2015	100	10	4	2015	14	0	1	3774	1	0
10/4/2015	100	10	4	2015	23	0	1	3783	1	0
11/4/2015	101	11	4	2015	0	1	1	3784	1	19
11/4/2015	101	11	4	2015	19	0	1	3803	1	0
14/04/2015	104	14	4	2015	4	0	1	3860	1	0
14/04/2015	104	14	4	2015	22	1	1	3878	1	78
16/04/2015	106	16	4	2015	22	0	1	3926	1	0
19/04/2015	109	19	4	2015	4	1	1	3980	1	22
20/04/2015	110	20	4	2015	23	0	1	4023	1	0
21/04/2015	111	21	4	2015	6	1	1	4030	1	26
21/04/2015	111	21	4	2015	22	1	1	4046	1	4
23/04/2015	113	23	4	2015	1	0	1	4073	1	0
23/04/2015	113	23	4	2015	3	0	1	4075	1	0
25/04/2015	115	25	4	2015	1	1	1	4121	1	100
25/04/2015	115	25	4	2015	14	1	1	4134	1	20
29/04/2015	119	29	4	2015	0	1	1	4216	1	9
2/5/2015	122	2	5	2015	12	1	1	4300	1	5
2/5/2015	122	2	5	2015	23	0	1	4311	1	0
6/5/2015	126	6	5	2015	22	0	1	4406	1	0
9/5/2015	129	9	5	2015	23	0	1	4479	1	0
10/5/2015	130	10	5	2015	21	0	1	4501	1	0
15/05/2015	135	15	5	2015	1	0	1	4601	1	0
20/05/2015	140	20	5	2015	8	0	1	4728	1	0
21/05/2015	141	21	5	2015	8	1	1	4752	1	11
25/05/2015	145	25	5	2015	4	0	1	4844	1	0
27/05/2015	147	27	5	2015	7	0	1	4895	1	0
30/05/2015	150	30	5	2015	0	1	1	4960	1	8
21/09/2015	264	21	9	2015	6	0	1	7702	1	0
23/09/2015	266	23	9	2015	1	0	1	7745	1	0
23/09/2015	266	23	9	2015	5	0	1	7749	1	0
23/09/2015	266	23	9	2015	22	0	1	7766	1	0
24/09/2015	267	24	9	2015	17	1	1	7785	1	3
25/09/2015	268	25	9	2015	5	0	1	7797	1	0
26/09/2015	269	26	9	2015	16	0	1	7832	1	0
27/09/2015	270	27	9	2015	1	0	1	7841	1	0
27/09/2015	270	27	9	2015	8	0	1	7848	1	0
29/09/2015	272	29	9	2015	21	0	1	7909	1	0
1/10/2015	274	1	10	2015	4	0	1	7940	1	0
2/10/2015	275	2	10	2015	10	0	1	7970	1	0
5/10/2015	278	5	10	2015	15	0	1	8047	1	0
11/10/2015	284	11	10	2015	23	0	1	8175	1	0
24/10/2015	297	24	10	2015	4	0	1	8492	1	0
28/10/2015	301	28	10	2015	20	0	1	8604	1	0
31/10/2015	304	31	10	2015	21	1	1	8677	1	15
1/11/2015	305	1	11	2015	0	1	1	8680	1	11
6/11/2015	310	6	11	2015	15	0	1	8815	1	0
7/11/2015	311	7	11	2015	21	0	1	8845	1	0
9/11/2015	313	9	11	2015	4	1	1	8876	1	8
11/11/2015	315	11	11	2015	6	0	1	8926	1	0
20/12/2015	354	20	12	2015	0	0	1	9856	1	0
28/12/2015	362	28	12	2015	8	0	1	10056	1	0
29/12/2015	363	29	12	2015	4	0	1	10076	1	0
31/12/2015	365	31	12	2015	19	0	1	10139	1	0
1/1/2016	1	1	1	2016	18	0	1	10162	1	0
2/1/2016	2	2	1	2016	0	0	1	10168	1	0
2/1/2016	2	2	1	2016	1	0	1	10169	1	0
4/1/2016	4	4	1	2016	8	0	1	10224	1	0
7/1/2016	7	7	1	2016	7	0	1	10295	1	0
7/1/2016	7	7	1	2016	8	0	1	10296	1	0
10/1/2016	10	10	1	2016	15	1	1	10375	1	8
11/1/2016	11	11	1	2016	20	1	1	10404	1	1
11/1/2016	11	11	1	2016	22	0	1	10406	1	0
11/1/2016	11	11	1	2016	23	0	1	10407	1	0
12/1/2016	12	12	1	2016	0	0	1	10408	1	0
12/1/2016	12	12	1	2016	2	1	1	10410	1	19
12/1/2016	12	12	1	2016	4	1	1	10412	1	34
23/01/2016	23	23	1	2016	16	1	1	10688	1	65
23/01/2016	23	23	1	2016	17	0	1	10689	1	0
26/01/2016	26	26	1	2016	16	0	1	10760	1	0
27/01/2016	27	27	1	2016	19	1	1	10787	1	169
2/2/2016	33	2	2	2016	6	1	1	10918	1	17
3/2/2016	34	3	2	2016	1	1	1	10937	1	11
3/2/2016	34	3	2	2016	10	0	1	10946	1	0
3/2/2016	34	3	2	2016	11	0	1	10947	1	0
3/2/2016	34	3	2	2016	12	0	1	10948	1	0
3/2/2016	34	3	2	2016	15	0	1	10951	1	0
3/2/2016	34	3	2	2016	16	0	1	10952	1	0
4/2/2016	35	4	2	2016	0	0	1	10960	1	0
4/2/2016	35	4	2	2016	1	1	1	10961	1	264
4/2/2016	35	4	2	2016	2	0	1	10962	1	0
4/2/2016	35	4	2	2016	3	1	1	10963	1	290
4/2/2016	35	4	2	2016	4	0	1	10964	1	0
4/2/2016	35	4	2	2016	12	0	1	10972	1	0
7/2/2016	38	7	2	2016	6	0	1	11038	1	0
7/2/2016	38	7	2	2016	7	0	1	11039	1	0
7/2/2016	38	7	2	2016	8	0	1	11040	1	0
7/2/2016	38	7	2	2016	9	1	1	11041	1	1
7/2/2016	38	7	2	2016	14	0	1	11046	1	0
7/2/2016	38	7	2	2016	15	0	1	11047	1	0
7/2/2016	38	7	2	2016	16	0	1	11048	1	0
8/2/2016	39	8	2	2016	8	0	1	11064	1	0
9/2/2016	40	9	2	2016	22	1	1	11102	1	18
11/2/2016	42	11	2	2016	0	0	1	11128	1	0
11/2/2016	42	11	2	2016	8	0	1	11136	1	0
11/2/2016	42	11	2	2016	18	0	1	11146	1	0
12/2/2016	43	12	2	2016	2	0	1	11154	1	0
12/2/2016	43	12	2	2016	11	0	1	11163	1	0
13/02/2016	44	13	2	2016	9	1	1	11185	1	32
14/02/2016	45	14	2	2016	9	0	1	11209	1	0
14/02/2016	45	14	2	2016	14	0	1	11214	1	0
14/02/2016	45	14	2	2016	20	1	1	11220	1	46
14/02/2016	45	14	2	2016	21	0	1	11221	1	0
14/02/2016	45	14	2	2016	23	1	1	11223	1	155
16/02/2016	47	16	2	2016	8	1	1	11256	1	32
17/02/2016	48	17	2	2016	7	1	1	11279	1	5
19/02/2016	50	19	2	2016	7	0	1	11327	1	0
20/02/2016	51	20	2	2016	0	0	1	11344	1	0
23/02/2016	54	23	2	2016	6	0	1	11422	1	0
23/02/2016	54	23	2	2016	18	0	1	11434	1	0
23/02/2016	54	23	2	2016	21	1	1	11437	1	53
24/02/2016	55	24	2	2016	3	0	1	11443	1	0
24/02/2016	55	24	2	2016	6	0	1	11446	1	0
24/02/2016	55	24	2	2016	13	0	1	11453	1	0
24/02/2016	55	24	2	2016	14	0	1	11454	1	0
24/02/2016	55	24	2	2016	15	0	1	11455	1	0
24/02/2016	55	24	2	2016	16	0	1	11456	1	0
24/02/2016	55	24	2	2016	17	0	1	11457	1	0
24/02/2016	55	24	2	2016	19	1	1	11459	1	4
24/02/2016	55	24	2	2016	23	0	1	11463	1	0
25/02/2016	56	25	2	2016	7	1	1	11471	1	8
25/02/2016	56	25	2	2016	21	0	1	11485	1	0
26/02/2016	57	26	2	2016	2	1	1	11490	1	32
26/02/2016	57	26	2	2016	12	0	1	11500	1	0
27/02/2016	58	27	2	2016	2	0	1	11514	1	0
27/02/2016	58	27	2	2016	5	0	1	11517	1	0
27/02/2016	58	27	2	2016	6	0	1	11518	1	0
27/02/2016	58	27	2	2016	7	0	1	11519	1	0
28/02/2016	59	28	2	2016	22	0	1	11558	1	0
29/02/2016	60	29	2	2016	4	0	1	11564	1	0
29/02/2016	60	29	2	2016	5	0	1	11565	1	0
29/02/2016	60	29	2	2016	9	0	1	11569	1	0
29/02/2016	60	29	2	2016	17	0	1	11577	1	0
29/02/2016	60	29	2	2016	18	0	1	11578	1	0
29/02/2016	60	29	2	2016	20	1	1	11580	1	18
1/3/2016	61	1	3	2016	14	1	1	11598	1	1
1/3/2016	61	1	3	2016	19	1	1	11603	1	454
2/3/2016	62	2	3	2016	5	1	1	11613	1	32
2/3/2016	62	2	3	2016	13	0	1	11621	1	0
2/3/2016	62	2	3	2016	14	1	1	11622	1	86
2/3/2016	62	2	3	2016	16	0	1	11624	1	0
2/3/2016	62	2	3	2016	23	0	1	11631	1	0
3/3/2016	63	3	3	2016	2	0	1	11634	1	0
3/3/2016	63	3	3	2016	6	1	1	11638	1	31
3/3/2016	63	3	3	2016	7	0	1	11639	1	0
3/3/2016	63	3	3	2016	19	0	1	11651	1	0
3/3/2016	63	3	3	2016	20	0	1	11652	1	0
4/3/2016	64	4	3	2016	10	1	1	11666	1	9
5/3/2016	65	5	3	2016	1	0	1	11681	1	0
6/3/2016	66	6	3	2016	6	0	1	11710	1	0
7/3/2016	67	7	3	2016	14	0	1	11742	1	0
7/3/2016	67	7	3	2016	15	1	1	11743	1	11
7/3/2016	67	7	3	2016	19	0	1	11747	1	0
7/3/2016	67	7	3	2016	21	0	1	11749	1	0
8/3/2016	68	8	3	2016	15	0	1	11767	1	0
9/3/2016	69	9	3	2016	20	0	1	11796	1	0
10/3/2016	70	10	3	2016	4	1	1	11804	1	33
10/3/2016	70	10	3	2016	5	0	1	11805	1	0
10/3/2016	70	10	3	2016	19	1	1	11819	1	314
10/3/2016	70	10	3	2016	22	1	1	11822	1	6
11/3/2016	71	11	3	2016	2	1	1	11826	1	56
11/3/2016	71	11	3	2016	3	0	1	11827	1	0
12/3/2016	72	12	3	2016	13	0	1	11861	1	0
12/3/2016	72	12	3	2016	14	0	1	11862	1	0
12/3/2016	72	12	3	2016	15	0	1	11863	1	0
12/3/2016	72	12	3	2016	18	0	1	11866	1	0
12/3/2016	72	12	3	2016	20	1	1	11868	1	104
12/3/2016	72	12	3	2016	21	1	1	11869	1	12
13/03/2016	73	13	3	2016	8	0	1	11880	1	0
13/03/2016	73	13	3	2016	9	0	1	11881	1	0
13/03/2016	73	13	3	2016	21	0	1	11893	1	0
13/03/2016	73	13	3	2016	22	1	1	11894	1	58
14/03/2016	74	14	3	2016	0	1	1	11896	1	24
14/03/2016	74	14	3	2016	1	0	1	11897	1	0
14/03/2016	74	14	3	2016	4	0	1	11900	1	0
14/03/2016	74	14	3	2016	5	0	1	11901	1	0
14/03/2016	74	14	3	2016	6	0	1	11902	1	0
14/03/2016	74	14	3	2016	22	0	1	11918	1	0
15/03/2016	75	15	3	2016	3	1	1	11923	1	16
15/03/2016	75	15	3	2016	5	1	1	11925	1	226
15/03/2016	75	15	3	2016	11	0	1	11931	1	0
16/03/2016	76	16	3	2016	0	0	1	11944	1	0
17/03/2016	77	17	3	2016	4	1	1	11972	1	37
18/03/2016	78	18	3	2016	6	0	1	11998	1	0
18/03/2016	78	18	3	2016	10	0	1	12002	1	0
18/03/2016	78	18	3	2016	21	1	1	12013	1	36
18/03/2016	78	18	3	2016	23	1	1	12015	1	38
19/03/2016	79	19	3	2016	0	0	1	12016	1	0
19/03/2016	79	19	3	2016	15	1	1	12031	1	80
19/03/2016	79	19	3	2016	22	1	1	12038	1	28
19/03/2016	79	19	3	2016	23	1	1	12039	1	25
20/03/2016	80	20	3	2016	2	1	1	12042	1	5
20/03/2016	80	20	3	2016	3	0	1	12043	1	0
20/03/2016	80	20	3	2016	6	0	1	12046	1	0
20/03/2016	80	20	3	2016	7	0	1	12047	1	0
20/03/2016	80	20	3	2016	10	0	1	12050	1	0
20/03/2016	80	20	3	2016	17	0	1	12057	1	0
20/03/2016	80	20	3	2016	21	0	1	12061	1	0
20/03/2016	80	20	3	2016	23	1	1	12063	1	3
21/03/2016	81	21	3	2016	0	0	1	12064	1	0
21/03/2016	81	21	3	2016	13	1	1	12077	1	17
21/03/2016	81	21	3	2016	18	0	1	12082	1	0
23/03/2016	83	23	3	2016	1	1	1	12113	1	130
23/03/2016	83	23	3	2016	15	0	1	12127	1	0
24/03/2016	84	24	3	2016	4	0	1	12140	1	0
24/03/2016	84	24	3	2016	5	0	1	12141	1	0
24/03/2016	84	24	3	2016	6	0	1	12142	1	0
24/03/2016	84	24	3	2016	7	1	1	12143	1	38
24/03/2016	84	24	3	2016	9	0	1	12145	1	0
24/03/2016	84	24	3	2016	10	1	1	12146	1	15
24/03/2016	84	24	3	2016	12	0	1	12148	1	0
25/03/2016	85	25	3	2016	2	0	1	12162	1	0
25/03/2016	85	25	3	2016	3	0	1	12163	1	0
26/03/2016	86	26	3	2016	4	1	1	12188	1	247
26/03/2016	86	26	3	2016	5	1	1	12189	1	51
26/03/2016	86	26	3	2016	20	1	1	12204	1	6
28/03/2016	88	28	3	2016	22	0	1	12254	1	0
28/03/2016	88	28	3	2016	23	1	1	12255	1	7
29/03/2016	89	29	3	2016	4	0	1	12260	1	0
30/03/2016	90	30	3	2016	22	1	1	12302	1	58
31/03/2016	91	31	3	2016	15	0	1	12319	1	0
4/4/2016	95	4	4	2016	2	0	1	12402	1	0
4/4/2016	95	4	4	2016	23	0	1	12423	1	0
5/4/2016	96	5	4	2016	5	0	1	12429	1	0
5/4/2016	96	5	4	2016	8	0	1	12432	1	0
5/4/2016	96	5	4	2016	12	1	1	12436	1	105
5/4/2016	96	5	4	2016	20	1	1	12444	1	17
6/4/2016	97	6	4	2016	10	1	1	12458	1	19
6/4/2016	97	6	4	2016	15	0	1	12463	1	0
7/4/2016	98	7	4	2016	6	0	1	12478	1	0
7/4/2016	98	7	4	2016	21	0	1	12493	1	0
8/4/2016	99	8	4	2016	10	0	1	12506	1	0
8/4/2016	99	8	4	2016	11	0	1	12507	1	0
9/4/2016	100	9	4	2016	17	1	1	12537	1	16
9/4/2016	100	9	4	2016	21	0	1	12541	1	0
10/4/2016	101	10	4	2016	18	0	1	12562	1	0
11/4/2016	102	11	4	2016	7	0	1	12575	1	0
11/4/2016	102	11	4	2016	8	0	1	12576	1	0
11/4/2016	102	11	4	2016	9	0	1	12577	1	0
12/4/2016	103	12	4	2016	2	0	1	12594	1	0
12/4/2016	103	12	4	2016	3	1	1	12595	1	4
13/04/2016	104	13	4	2016	6	0	1	12622	1	0
13/04/2016	104	13	4	2016	13	1	1	12629	1	6
14/04/2016	105	14	4	2016	7	0	1	12647	1	0
15/04/2016	106	15	4	2016	1	0	1	12665	1	0
15/04/2016	106	15	4	2016	3	0	1	12667	1	0
15/04/2016	106	15	4	2016	4	0	1	12668	1	0
17/04/2016	108	17	4	2016	9	0	1	12721	1	0
17/04/2016	108	17	4	2016	22	1	1	12734	1	1
21/04/2016	112	21	4	2016	2	1	1	12810	1	12
25/04/2016	116	25	4	2016	21	0	1	12925	1	0
26/04/2016	117	26	4	2016	11	1	1	12939	1	35
26/04/2016	117	26	4	2016	15	0	1	12943	1	0
26/04/2016	117	26	4	2016	17	0	1	12945	1	0
27/04/2016	118	27	4	2016	8	1	1	12960	1	15
27/04/2016	118	27	4	2016	9	0	1	12961	1	0
27/04/2016	118	27	4	2016	17	1	1	12969	1	6
28/04/2016	119	28	4	2016	0	0	1	12976	1	0
28/04/2016	119	28	4	2016	5	0	1	12981	1	0
29/04/2016	120	29	4	2016	7	1	1	13007	1	10
29/04/2016	120	29	4	2016	13	0	1	13013	1	0
30/04/2016	121	30	4	2016	3	1	1	13027	1	17
2/5/2016	123	2	5	2016	17	0	1	13089	1	0
4/5/2016	125	4	5	2016	3	1	1	13123	1	24
4/5/2016	125	4	5	2016	11	1	1	13131	1	20
4/5/2016	125	4	5	2016	12	0	1	13132	1	0
4/5/2016	125	4	5	2016	20	1	1	13140	1	34
5/5/2016	126	5	5	2016	0	0	1	13144	1	0
5/5/2016	126	5	5	2016	1	0	1	13145	1	0
5/5/2016	126	5	5	2016	2	0	1	13146	1	0
5/5/2016	126	5	5	2016	14	0	1	13158	1	0
6/5/2016	127	6	5	2016	6	0	1	13174	1	0
6/5/2016	127	6	5	2016	10	0	1	13178	1	0
6/5/2016	127	6	5	2016	14	0	1	13182	1	0
7/5/2016	128	7	5	2016	20	0	1	13212	1	0
7/5/2016	128	7	5	2016	22	0	1	13214	1	0
8/5/2016	129	8	5	2016	9	1	1	13225	1	5
8/5/2016	129	8	5	2016	16	0	1	13232	1	0
12/5/2016	133	12	5	2016	21	0	1	13333	1	0
13/05/2016	134	13	5	2016	21	0	1	13357	1	0
18/05/2016	139	18	5	2016	2	1	1	13458	1	5
18/05/2016	139	18	5	2016	3	0	1	13459	1	0
14/11/14	318	14	11	2014	4	1	2	236	1	47
24/12/14	358	24	12	2014	1	0	2	1193	1	0
25/12/14	359	25	12	2014	0	1	2	1216	1	680
26/12/14	360	26	12	2014	2	0	2	1242	1	0
28/12/14	362	28	12	2014	9	1	2	1297	1	59
30/12/14	364	30	12	2014	15	1	2	1351	1	24
1/1/2015	1	1	1	2015	16	0	2	1400	1	0
6/1/2015	6	6	1	2015	13	1	2	1517	1	22
13/01/15	13	13	1	2015	15	0	2	1687	1	0
15/01/15	15	15	1	2015	17	1	2	1737	1	33
21/01/15	21	21	1	2015	0	0	2	1864	1	0
21/01/15	21	21	1	2015	22	0	2	1886	1	0
21/01/15	21	21	1	2015	23	1	2	1887	1	6
23/01/15	23	23	1	2015	7	0	2	1919	1	0
23/01/15	23	23	1	2015	16	0	2	1928	1	0
23/01/15	23	23	1	2015	19	0	2	1931	1	0
24/01/15	24	24	1	2015	13	0	2	1949	1	0
24/01/15	24	24	1	2015	19	1	2	1955	1	23
24/01/15	24	24	1	2015	20	1	2	1956	1	19
24/01/15	24	24	1	2015	22	1	2	1958	1	131
25/01/15	25	25	1	2015	2	0	2	1962	1	0
25/01/15	25	25	1	2015	6	1	2	1966	1	207
25/01/15	25	25	1	2015	8	0	2	1968	1	0
25/01/15	25	25	1	2015	19	0	2	1979	1	0
25/01/15	25	25	1	2015	22	1	2	1982	1	19
26/01/15	26	26	1	2015	16	0	2	2000	1	0
26/01/15	26	26	1	2015	17	1	2	2001	1	119
28/01/15	28	28	1	2015	7	0	2	2039	1	0
28/01/15	28	28	1	2015	18	0	2	2050	1	0
29/01/15	29	29	1	2015	0	1	2	2056	1	47
29/01/15	29	29	1	2015	1	1	2	2057	1	35
29/01/15	29	29	1	2015	4	1	2	2060	1	112
29/01/15	29	29	1	2015	7	0	2	2063	1	0
29/01/15	29	29	1	2015	8	0	2	2064	1	0
29/01/15	29	29	1	2015	9	0	2	2065	1	0
29/01/15	29	29	1	2015	10	1	2	2066	1	4
